cell_line_id,cell_line_name,organ,site_type,disease,age,sex,category,species
CVCL_UC33,"LM-MEL-25,LM-Mel-25,Ludwig Melbourne-MELanoma-25","Lung, left lower lobe",Metastatic,Melanoma,71Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC34,"LM-MEL-26,LM-Mel-26,Ludwig Melbourne-MELanoma-26",Cervical lymph node,Metastatic,Melanoma,51Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC35,"LM-MEL-27,LM-Mel-27,Ludwig Melbourne-MELanoma-27",Hypodermis,Metastatic,Melanoma,51Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UC36,"LM-MEL-28,LM-Mel-28,Ludwig Melbourne-MELanoma-28",Right inguinal lymph node,Metastatic,Melanoma,63Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UC37,"LM-MEL-29,LM-Mel-29,Ludwig Melbourne-MELanoma-29","Bone, femur",Metastatic,Melanoma,76Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC18,"LM-MEL-3,LM-Mel-3,Ludwig Melbourne-MELanoma-3",Skin,Metastatic,Melanoma,54Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UC38,"LM-MEL-30,LM-Mel-30,Ludwig Melbourne-MELanoma-30",Left axillary lymph node,Metastatic,Melanoma,54Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC39,"LM-MEL-31,LM-Mel-31,Ludwig Melbourne-MELanoma-31",Inguinal lymph node,Metastatic,Melanoma,64Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UC40,"LM-MEL-33,LM-Mel-33,Ludwig Melbourne-MELanoma-33",Right inguinal lymph node,Metastatic,Melanoma,42Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC41,"LM-MEL-34,LM-Mel-34,Ludwig Melbourne-MELanoma-34",Left axillary lymph node,Metastatic,Melanoma,75Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UC42,"LM-MEL-35,LM-Mel-35,Ludwig Melbourne-MELanoma-35",Right axillary lymph node,Metastatic,Melanoma,74Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC43,"LM-MEL-36,LM-Mel-36,Ludwig Melbourne-MELanoma-36",Hypodermis,Metastatic,Melanoma,77Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC44,"LM-MEL-38a,LM-Mel-38a,LM-MEL-38,Ludwig Melbourne-MELanoma-38a",Right inguinal lymph node,Metastatic,Melanoma,33Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UC45,"LM-MEL-39,LM-Mel-39,Ludwig Melbourne-MELanoma-39",Small intestine,Metastatic,Melanoma,70Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UC19,"LM-MEL-4,LM-Mel-4,Ludwig Melbourne-MELanoma-4",Left inguinal lymph node,Metastatic,Melanoma,45Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC46,"LM-MEL-40,LM-Mel-40,Ludwig Melbourne-MELanoma-40",Hypodermis,Metastatic,Melanoma,42Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UC47,"LM-MEL-41,LM-Mel-41,Ludwig Melbourne-MELanoma-41",Cervical lymph node,Metastatic,Melanoma,45Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC48,"LM-MEL-42,LM-Mel-42,Ludwig Melbourne-MELanoma-42",Spleen,Metastatic,Melanoma,67Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC49,"LM-MEL-44,LM-Mel-44,Ludwig Melbourne-MELanoma-44",Lymph node,Metastatic,Melanoma,67Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UC50,"LM-MEL-45,LM-Mel-45,Ludwig Melbourne-MELanoma-45","Brain, right occipital lobe",Metastatic,Melanoma,33Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UC51,"LM-MEL-46,LM-Mel-46,Ludwig Melbourne-MELanoma-46",Heart,Metastatic,Melanoma,54Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC52,"LM-MEL-47,LM-Mel-47,Ludwig Melbourne-MELanoma-47",Left inguinal lymph node,Metastatic,Melanoma,56Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UC53,"LM-MEL-48,LM-Mel-48,Ludwig Melbourne-MELanoma-48",Left inguinal lymph node,Metastatic,Melanoma,83Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UC54,"LM-MEL-49,LM-Mel-49,Ludwig Melbourne-MELanoma-49",Right axillary lymph node,Metastatic,Melanoma,78Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC55,"LM-MEL-50,LM-Mel-50,Ludwig Melbourne-MELanoma-50",Small intestine,Metastatic,Melanoma,77Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UH54,"LM-MEL-51,LM-Mel-51,Ludwig Melbourne-MELanoma-51",Right inguinal lymph node,Metastatic,Melanoma,47Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC56,"LM-MEL-53,LM-Mel-53,Ludwig Melbourne-MELanoma-53",Soft tissue,Metastatic,Melanoma,69Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UC57,"LM-MEL-57,LM-Mel-57,Ludwig Melbourne-MELanoma-57","Lung, right upper lobe",Metastatic,Melanoma,48Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC58,"LM-MEL-59,LM-Mel-59,Ludwig Melbourne-MELanoma-59",Axillary lymph node,Metastatic,Melanoma,71Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UC20,"LM-MEL-5a,LM-Mel-5a,LM-MEL-5,Ludwig Melbourne-MELanoma-5a",Left axillary lymph node,Metastatic,Melanoma,63Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC21,"LM-MEL-6,LM-Mel-6,Ludwig Melbourne-MELanoma-6",Axillary lymph node,Metastatic,Melanoma,55Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UC59,"LM-MEL-60,LM-Mel-60,Ludwig Melbourne-MELanoma-60",Hypodermis,Metastatic,Melanoma,74Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC60,"LM-MEL-62,LM-Mel-62,Ludwig Melbourne-MELanoma-62",Right axillary lymph node,Metastatic,Melanoma,72Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC61,"LM-MEL-64,LM-Mel-64,Ludwig Melbourne-MELanoma-64",Hypodermis,Metastatic,Melanoma,64Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC62,"LM-MEL-69,LM-Mel-69,Ludwig Melbourne-MELanoma-69",Hypodermis,Metastatic,Melanoma,69Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UC22,"LM-MEL-7,LM-Mel-7,Ludwig Melbourne-MELanoma-7",Brain,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_UC63,"LM-MEL-70,LM-Mel-70,Ludwig Melbourne-MELanoma-70",Hypodermis,Metastatic,Melanoma,64Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC64,"LM-MEL-71,LM-Mel-71,Ludwig Melbourne-MELanoma-71","Brain, right occipital lobe",Metastatic,Melanoma,48Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC65,"LM-MEL-73,LM-Mel-73,Ludwig Melbourne-MELanoma-73",Left axillary lymph node,Metastatic,Melanoma,55Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC66,"LM-MEL-75,LM-Mel-75,Ludwig Melbourne-MELanoma-75",Right axillary lymph node,Metastatic,Melanoma,75Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC67,"LM-MEL-77,LM-Mel-77,Ludwig Melbourne-MELanoma-77",Brain,Metastatic,Melanoma,48Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC23,"LM-MEL-8,LM-Mel-8,Ludwig Melbourne-MELanoma-8",Brain,Metastatic,Melanoma,36Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC68,"LM-MEL-82,LM-Mel-82,Ludwig Melbourne-MELanoma-82",Breast,Metastatic,Melanoma,63Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UC24,"LM-MEL-9,LM-Mel-9,Ludwig Melbourne-MELanoma-9",Left axillary lymph node,Metastatic,Melanoma,61Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_UC69,"LM-MEL-97,LM-Mel-97,Ludwig Melbourne-MELanoma-97",Right inguinal lymph node,Metastatic,Melanoma,64Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_UC70,"LM-MEL-98,LM-Mel-98,Ludwig Melbourne-MELanoma-98","Bone, spine",Metastatic,Melanoma,38Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_3962,"LN-464,LN 464,LN464",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_J076,LND1,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EG59,"LSP.M2,LSP M2,LSPM2",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D028,M-17,,,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_S806,M000216,Inguinal lymph node,Metastatic,Melanoma,41Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_S807,M000907,Shoulder,Metastatic,Melanoma,39Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_S808,"M000921,M00921",Epigastrium,Metastatic,Melanoma,64Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_S671,M010119,Shoulder,Metastatic,Melanoma,73Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_S809,M010308,Occipital lymph node,Metastatic,Melanoma,52Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_S672,M010322,Breast,Metastatic,Melanoma,42Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_S673,M010718,Neck,Metastatic,Melanoma,50Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_S674,M010817,Upper arm,Metastatic,Melanoma,41Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_A1UF,M040416,Not specified,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_AT59,M050829,Retroauricular region,Metastatic,Melanoma,39Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_AT44,M060125,"Bone, scapula",Metastatic,Melanoma,52Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_AT45,M060621,,,Melanoma,64Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_AT60,M061103,Vertex,Metastatic,Melanoma,72Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_AT46,M070112,,,Melanoma,43Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_AT61,M080201,,,Melanoma,64Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_AT62,M080214,Thigh,Metastatic,Melanoma,60Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_AT47,M080221,,,Melanoma,88Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_AT48,M080228,Not specified,Metastatic,Melanoma,71Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_AT49,M080306,,,Melanoma,51Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_AT63,M080310,,,Melanoma,71Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_AT50,M080326,,,Melanoma,58Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_AT51,M080423,Lymph node,Metastatic,Melanoma,67Y,Female,Cancer cell line,Homo sapiens (Human)
CVCL_AT52,M080729,,,Melanoma,75Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_AT53,M080904,,,Melanoma,80Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_AT54,M080904B,,,Melanoma,80Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_AT64,M081008,"Bone, temporal bone",Metastatic,Melanoma,78Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_AT55,M081021,"Abdomen, skin",Metastatic,Melanoma,62Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_AT56,M081028,,,Melanoma,77Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_4715,"M10,UCLA-SO-M10,UCLA SO M10,UCLA-SO-10,UCLASO-M10,Melanoma 10",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_L438,"M101 [Human melanoma],UCLA-SO-M101",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_5T78,"M12 [Human melanoma],UCLA-SO-M12,UCLASO-M12,Melanoma 12",Not specified,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_VS55,M120326_2,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_VS56,"M120327_3,M1203273",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C3FK,M121008,Lung,Metastatic,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C3FI,M121102,Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_A1FE,M13,Cutaneous,Metastatic,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_C3FJ,M130107,Back,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3FV,M130420,Skin,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3FW,M130421,Liver,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3FX,M130425,Testis,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3FU,M130830,Arm,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D5ZV,"M15 [Human melanoma],UCLA-SO-M15,UCLASO-M15,Melanoma 15",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_C3G0,M150404,Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_W290,"M1Do,M1 (Do.),M1",Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_4Z11,"M1RW,MIRW",Hypodermis,Metastatic,Melanoma,17Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_4Z12,"M1RW5,MIRW5",Hypodermis,Metastatic,Melanoma,17Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_DI51,"M20 [Human melanoma],M-20,UCLA-SO-M20",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D746,M202,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D747,M207,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D031,"M21,UCLA-SO-M21,UCLA SO M21",Not specified,Metastatic,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_JZ12,"M21L,M21-L,M21-Low",Not specified,Metastatic,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_JZ14,"M21L22,M21-L22,M21-L variant 12",Not specified,Metastatic,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_JZ13,"M21L4,M21-L4,M21-L variant 4",Not specified,Metastatic,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_A1FB,"M21R,M21-R",Not specified,Metastatic,Melanoma,Age unspecified,Female,Cancer cell line,Homo sapiens (Human)
CVCL_D748,M229,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EI76,M229 R1,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EI77,M229 R10,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EI78,M229 R11,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EI79,M229 R12,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EI80,M229 R13,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EI81,M229 R14,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EI82,M229 R15,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EI83,M229 R2,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EI84,M229 R3,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EI85,M229 R4,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EI86,M229 R5,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EI87,M229 R6,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EI88,M229 R7,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EI89,M229 R8,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EI90,"M229 R9,M229-AR9,M229AR9",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_IM72,M229DDRpoly-PLXAZD,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_IM73,M229R5-PLX,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D749,M230,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D750,M233,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D751,M238,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EI91,M238 R1,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EI92,"M238 R2,M238-AR2,M238AR",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_IM74,M238R1-PLX,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D752,M243,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D753,M244,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D754,M245,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D755,M249,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_EI93,"M249 R4,M249-AR4,M249AR4",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D756,M255,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D757,M257,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_B416,M26,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D758,M262,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D759,M263,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D760,M275,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D761,M285,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D762,M288,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D763,M296,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D764,M297,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D765,M299,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_W291,"M2Ge,M2 (Ge.),M2Ge.,M2GeB,M2",Pleural effusion,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D766,M308,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_B4KR,M311 [Human melanoma],,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D767,M318,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D768,M321,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_IW41,M328,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_S680,M34,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_M577,M35/01,,,Melanoma,69Y,Male,Cancer cell line,Homo sapiens (Human)
CVCL_D769,M368,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_XJ97,M370,Heart,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D770,M375,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_XK11,M376,Lymph node,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_XK12,M380,Hypodermis,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_XJ98,M381,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_XK07,M390,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_XJ99,M395,Adrenal gland,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_XK00,M397,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_XK13,"M397-AR,M397AR",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_XK01,M399,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_D5ZX,"M4 [Human melanoma],UCLA-SO-M4,UCLASO-M4,Melanoma 4",Not specified,Metastatic,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_XK02,M403,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_XK03,M406,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_XK08,M407,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_B4KS,M408,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_XK04,M409 [Human melanoma],,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_XK14,"M409-AR,M409AR",,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_XK05,M410,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_XK06,M411,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_XK09,M414,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_XK10,M424,,,Melanoma,Age unspecified,Sex unspecified,Cancer cell line,Homo sapiens (Human)
CVCL_8337,"M4Be,M4 (Be.),M4 (Beu),M4Be.,M4Beu,M4Beu.,M4",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3PN,"M4Be 0PP20,0PP20",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3R3,"M4Be 4PP70,4PP70",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3R7,"M4Be 4TP46,4TP46",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3PP,"M4Be 6PP177,6PP177",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3R6,"M4Be 7GC21,7GC21",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3R5,"M4Be 7GC6,7GC6",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_8331,"M4Be 7GP,7GP",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_8332,"M4Be 7GP122,7GP122,7Gp122",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3R9,"M4Be 9GP217,9GP217",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3PQ,"M4Be 9PP257-262,9PP257-262",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3R4,"M4Be 9TP180,9TP180",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3PS,"M4Be G1,G1",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3PT,"M4Be G9,G9",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3PR,"M4Be IC8,IC8,Clone 1",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3RA,"M4Be P4,P4",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3PV,"M4Be T1C11,T1C11,Clone 2",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3PM,"M4Be T1C3,T1C3,Clone 4",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3R8,"M4Be T1C3L,T1C3L",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3PX,"M4Be T1C3R,T1C3R",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_C3PU,"M4Be T1C6,T1C6,Clone 3",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_8333,"M4Be T1P26,T1P26,T1p26,Variant 1",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_8334,"M4Be T1P26L,T1P26L,T1p26L,T1P26 Left peak,Subvariant 1-",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
CVCL_8335,"M4Be T1P26R,T1P26R,T1p26R,T1P26 Right peak,Subvariant 1+",Lymph node,Metastatic,Melanoma,Age unspecified,Male,Cancer cell line,Homo sapiens (Human)
